split,model,horizon,RMSE,MAE,R2,daylight_RMSE,n_daylight
test,LSTM,18,182.70941632861275,86.44108231143372,0.9785109983655756,248.9350130560019,2344
test,LSTM,19,184.90988014340832,84.74946995164969,0.9790880511373564,248.71980711042667,2398
test,LSTM,20,198.84747516996262,94.80592865646499,0.9719330773599636,273.7785180226103,2292
test,LSTM,21,208.5135488725912,108.16609883542635,0.9614149353014093,293.88043350556865,2188
test,LSTM,22,209.68425064866506,112.1684764106442,0.9584718338045303,295.6994399380566,2188
test,LSTM,23,202.08136520199204,106.02767587007658,0.9675642951145882,284.8102375024326,2188
test,LSTM,24,189.76970984950094,89.75294812694652,0.9768182780475945,258.7411136117739,2343
test,GRU,1,102.20536388206223,52.31251191362987,0.9936114443563202,137.49593648517907,2398
test,GRU,2,131.0133545266684,68.7687375230116,0.9878170144077931,180.2467526238325,2292
test,GRU,3,158.60056977176362,83.27948951503308,0.9776776192917143,223.7242429637301,2188
test,GRU,4,177.066328307002,93.59914930002422,0.9703877276567155,249.14729418540503,2188
test,GRU,5,181.49205556761206,88.85423870056167,0.9738378781971188,255.49696138905756,2188
test,GRU,6,178.4628713298562,80.76684221220202,0.9794991349655374,242.64126120200427,2343
test,GRU,7,184.03228713175267,77.8341571159877,0.9792869834936798,247.73819933013775,2398
test,GRU,8,195.4406557439815,85.16933972731502,0.9728880309908332,269.82451616548354,2293
test,GRU,9,202.08311055762073,95.25136603638002,0.9637539819774195,285.5955389397473,2189
test,GRU,10,200.96085723254683,98.93546288368063,0.9618502904896891,283.95431449783985,2189
test,GRU,11,192.16250949437796,92.46370799339387,0.9706715348781821,271.4293692076444,2189
test,GRU,12,179.8339601420378,78.63990982313638,0.9791863025364425,245.1399766606154,2344
test,GRU,13,182.60213364011352,77.61093793406671,0.9796117120688793,246.1622057395729,2399
test,GRU,14,195.47173301937298,86.6177406260922,0.9728828960958507,269.7500532954783,2293
test,GRU,15,203.91976401992417,98.88137432165496,0.9630958453597351,288.023195951424,2189
test,GRU,16,204.50823650628382,101.97414680395546,0.9604899320682111,288.7199324831529,2189
test,GRU,17,197.04265420489244,94.76613220744736,0.9691579458153707,278.0080855562907,2189
test,GRU,18,183.26172075889846,77.0755455251532,0.9783808856501094,249.90831977751375,2344
test,GRU,19,185.6453572053541,74.59019772701947,0.9789213661976008,250.42896228569563,2398
test,GRU,20,199.004226498516,86.17075755799337,0.9718888096469268,274.6656404346763,2292
test,GRU,21,209.04344867583941,100.08244073426367,0.9612185720578521,295.25132542569054,2188
test,GRU,22,209.22046374086528,106.18346325371236,0.9586553375203827,295.534305346162,2188
test,GRU,23,200.88485113244877,96.83221532112664,0.9679472584996343,283.56465006624603,2188
test,GRU,24,189.28410557900455,83.25923359805329,0.9769367662948357,258.2403453883986,2343
test,TSMixer-lite,1,107.50843250424364,60.05565215845699,0.9929312867590676,142.04947840405083,2398
test,TSMixer-lite,2,133.0825405137316,72.29212421790253,0.9874291465632415,180.96205735897288,2292
test,TSMixer-lite,3,159.52837927875285,85.73586407583653,0.9774156845930912,223.8694262403389,2188
test,TSMixer-lite,4,175.4392803769869,93.76906667791711,0.9709294367795563,246.77769600218025,2188
test,TSMixer-lite,5,181.22727997527474,95.81838964506292,0.9739141574410692,254.71351492890435,2188
test,TSMixer-lite,6,179.23514200325965,90.27949271747885,0.9793213223766106,243.26985918896958,2343
test,TSMixer-lite,7,184.93836908157456,87.71765261151786,0.9790825205487698,247.57016497181655,2398
test,TSMixer-lite,8,194.59736979236303,94.88496934504222,0.973121491297613,266.8945860594861,2293
test,TSMixer-lite,9,201.64572498790957,106.88294602224809,0.9639107128262204,283.0998552763874,2189
test,TSMixer-lite,10,201.5482040820382,113.01820131597765,0.9616269648475629,282.6633744714838,2189
test,TSMixer-lite,11,194.34786589152932,104.07530046462577,0.9700006694034152,272.93272038524094,2189
test,TSMixer-lite,12,187.95290971335677,95.08549417282637,0.977264530427275,254.54606121106863,2344
test,TSMixer-lite,13,192.12309113419022,93.4907619627965,0.9774301748959197,257.0298453010904,2399
test,TSMixer-lite,14,202.50873435974265,104.77603184340722,0.9708953154005995,276.88639995530303,2293
test,TSMixer-lite,15,208.330456938424,114.35567607361077,0.9614821396297389,291.9397636860231,2189
test,TSMixer-lite,16,207.9934166696636,114.83602992078063,0.9591318153487702,291.9929155717236,2189
test,TSMixer-lite,17,199.21193888078488,101.66753759595503,0.9684751141454191,279.73594556477366,2189
test,TSMixer-lite,18,190.21250368279328,87.01698183081916,0.9767098383694415,258.14092052741654,2344
test,TSMixer-lite,19,191.6679268459679,83.59974339707192,0.977531547339344,257.2070492170658,2398
test,TSMixer-lite,20,203.06968524197057,93.43171223598391,0.9707285101900044,279.5063250786173,2292
test,TSMixer-lite,21,211.65827248952735,109.34441414602766,0.9602423077919785,297.6470500132407,2188
test,TSMixer-lite,22,211.96309556198563,118.3793692184633,0.9575642739607283,297.87750239959314,2188
test,TSMixer-lite,23,203.9139198222153,111.22716552023205,0.9669733478538919,286.87035885727033,2188
test,TSMixer-lite,24,194.93825399983484,100.82992821358535,0.9755383330348064,264.4001807939172,2343
test,PatchTST-lite,1,126.20974079690488,58.6753843020761,0.9902581586225511,169.83218417253593,2398
test,PatchTST-lite,2,152.4567807123908,74.35881751624585,0.9835025778680234,210.2457836139604,2292
test,PatchTST-lite,3,180.37993597232776,94.75540897054762,0.9711259648220435,254.4099374857787,2188
test,PatchTST-lite,4,194.90554852609074,99.77618349287536,0.9641203517431884,275.1830926625116,2188
test,PatchTST-lite,5,195.1977432664789,93.23441586092451,0.9697373253326986,275.61122756181067,2188
test,PatchTST-lite,6,192.48371170676882,85.36390444315649,0.9761513168571668,262.07409993462835,2343
test,PatchTST-lite,7,190.14877542329467,74.98079561495416,0.9778872696534836,255.79921198628261,2398
test,PatchTST-lite,8,202.51250179154383,84.65381034923412,0.9708904886677893,279.1855637530122,2293
test,PatchTST-lite,9,212.51782611081933,95.6900453940085,0.9599141593848215,300.245938650872,2189
test,PatchTST-lite,10,207.53435429233855,102.98184247678182,0.9593136920021724,293.1032451959673,2189
test,PatchTST-lite,11,195.52992919621278,92.37217303130734,0.9696346355543637,276.37939847578633,2189
test,PatchTST-lite,12,182.11180704512773,78.18117284437062,0.9786556944615219,248.64256601376542,2344
test,PatchTST-lite,13,185.03108799600574,81.16255959708423,0.9790656988381568,248.93415853081058,2399
test,PatchTST-lite,14,202.08800834070354,95.98841368479356,0.9710161238003253,278.388835782554,2293
test,PatchTST-lite,15,209.750282903026,108.17073725630001,0.9609553321937189,295.7631684512818,2189
test,PatchTST-lite,16,212.02093457552442,111.59908159938827,0.957533774860137,299.15013924262684,2189
test,PatchTST-lite,17,203.28461510944473,104.51532686271432,0.9671729526470587,286.2003270525605,2189
test,PatchTST-lite,18,189.44498418663431,87.1706672814003,0.9768974137188917,257.8889448694984,2344
test,PatchTST-lite,19,188.04964891440727,80.85687547365171,0.9783718522411282,253.411968062367,2398
test,PatchTST-lite,20,204.31551922701178,101.35789425666675,0.9703682468578663,281.3378673797688,2292
test,PatchTST-lite,21,211.61231867006666,113.51303463492025,0.9602595697629235,298.56452371608174,2188
test,PatchTST-lite,22,212.56421241587677,114.35745459929814,0.9573232414267224,300.09465422838355,2188
test,PatchTST-lite,23,205.2233144839435,109.78132816948302,0.9665478372600518,288.5778849136839,2188
test,PatchTST-lite,24,190.4150572702019,86.53697560480094,0.9766603423889361,259.42228891574484,2343
test,iTransformer-mini,1,101.93295309482745,53.74583122679597,0.9936454541608155,135.75846527266728,2398
test,iTransformer-mini,2,136.3963655697678,69.43034532240654,0.9867953104929515,187.37911639530518,2292
test,iTransformer-mini,3,164.266373023039,82.27660540519089,0.9760542546026669,231.15230336603494,2188
test,iTransformer-mini,4,183.9051244538933,86.95702926639228,0.968056137103254,259.78947551588186,2188
test,iTransformer-mini,5,189.74012284523482,81.98273762072606,0.9714059232068418,268.25720163568457,2188
test,iTransformer-mini,6,187.23221560842353,74.04535775928701,0.9774348831255342,255.76539771391114,2343
test,iTransformer-mini,7,189.4860049182675,74.1804945840938,0.9780411504659997,255.63177690640973,2398
test,iTransformer-mini,8,204.04259274660834,87.35854904766575,0.970448950864515,281.4361727428355,2293
test,iTransformer-mini,9,212.74302576537718,104.86405323595932,0.9598291585109454,299.67545643770336,2189
test,iTransformer-mini,10,212.3393801884841,104.68054925379536,0.9574078682878532,300.0048916508907,2189
test,iTransformer-mini,11,198.77990232411716,94.9422452184526,0.9686168192872762,280.9591507679818,2189
test,iTransformer-mini,12,185.9749564094673,81.26637741264916,0.9777405334242965,253.8247669764722,2344
test,iTransformer-mini,13,186.3232921741221,80.07827161201092,0.9787722794856552,251.11676498684656,2399
test,iTransformer-mini,14,200.4518456207081,92.1238794897636,0.9714835475297628,276.7126804943359,2293
test,iTransformer-mini,15,209.92415614476946,106.81740174566961,0.9608905729316123,296.79184382151436,2189
test,iTransformer-mini,16,211.85025865149845,115.22662650185251,0.9576021175918698,299.40124611694944,2189
test,iTransformer-mini,17,201.38912418057367,104.29772775958111,0.9677822783957633,284.6133476213683,2189
test,iTransformer-mini,18,187.14552359910292,85.99702915176834,0.9774548429227613,255.63607848201147,2344
test,iTransformer-mini,19,187.14006766172545,82.92450444786031,0.9785805735074901,252.40904356807252,2398
test,iTransformer-mini,20,201.47535263861218,93.72655397140193,0.9711863361781904,278.01399947273023,2292
test,iTransformer-mini,21,212.60550923593829,108.36175945335145,0.9598856553770362,300.2444577231941,2188
test,iTransformer-mini,22,213.92348713296445,113.18200939824273,0.9567756900450759,302.0336873101367,2188
test,iTransformer-mini,23,204.8031587369438,103.15419707756922,0.9666846709416217,289.11784542552664,2188
test,iTransformer-mini,24,193.62853186345595,88.42733049512536,0.9758659276452304,263.8105086045474,2343
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,1,82.53219193046577,37.158033641483755,0.9958341650123168,111.30544611902805,2398
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,2,116.00374478198597,56.28381334496962,0.9904486091825848,160.04349037469316,2292
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,3,148.50242600137264,73.57713279649633,0.9804296712367391,209.86216464303533,2188
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,4,167.98149837472792,83.55348981959621,0.9733484376494602,237.23333567058754,2188
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,5,173.98649345744306,80.30009596887614,0.975956992322425,245.7361069279087,2188
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,6,171.08039869679186,71.59983426788709,0.9811601716523132,233.45702395208016,2343
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,7,175.21295029261807,69.15502415447985,0.9812246643723588,236.4202671943702,2398
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,8,189.69874985701745,79.72518982489734,0.9744576898041831,262.0288202294637,2293
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,9,196.75024777209057,91.89543634254093,0.9656417653245489,278.15742471089504,2189
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,10,196.45236124318512,95.13274113759549,0.963542843509633,277.73025460866927,2189
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,11,188.0117876404615,86.89769895899504,0.9719248445617196,265.7755019667607,2189
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,12,177.40291639310098,74.81327900718766,0.979745229266157,242.1828748671836,2344
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,13,179.7856592992221,71.63223122085151,0.9802358037902162,242.67956084895837,2399
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,14,193.5735409353249,83.84540607168273,0.9734069979309775,267.3408546927177,2293
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,15,202.0883275485138,95.33829143756687,0.9637557530191379,285.6722227768925,2189
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,16,201.41204081734114,98.7987623180935,0.9616772179868194,284.68106272897995,2189
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,17,193.33262110624864,91.0662400033993,0.9703084359147492,273.1944196107697,2189
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,18,180.35429533058027,75.57716448671447,0.9790614136005086,246.22316730433218,2344
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,19,183.67804106047123,71.09814511250764,0.979365746963424,248.03050208837467,2398
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,20,197.0112331907084,85.0902077818546,0.9724490477157965,272.13819283024924,2292
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,21,206.62255818216437,99.12338365646757,0.9621116108560367,292.1065152815741,2188
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,22,206.8326737971484,104.1483067773046,0.959593668489868,292.4195213101725,2188
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,23,199.167440071086,94.10364005850121,0.9684929683885584,281.5436504182916,2188
test,Ensemble_HistGradientBoosting_w0.5_GRU_w0.5,24,186.89812423519732,79.68635472521927,0.9775145392714044,255.3133434669406,2343
