model,horizon,RMSE,MAE,R2,daylight_RMSE
XGBoost,5,173.10183734943428,78.45942687988281,0.9762008786201477,244.72221975895445
XGBoost,6,168.49731660511688,68.18565368652344,0.9817247986793518,230.18565876266055
XGBoost,7,173.630950671964,65.96411895751953,0.9815621972084045,234.50004997334221
XGBoost,8,187.14479896927406,80.37257385253906,0.9751408100128174,258.49365321028677
XGBoost,9,194.95481247265994,94.19485473632812,0.9662659764289856,275.55676593036145
XGBoost,10,196.008739043059,98.3263931274414,0.9637073278427124,277.07663369093393
XGBoost,11,187.44154297073527,88.77842712402344,0.9720948934555054,265.0006633246415
XGBoost,12,175.74297638881617,73.16107940673828,0.9801225066184998,240.11068411255673
XGBoost,13,180.30508541947728,68.33612060546875,0.9801214337348938,243.53629253409028
XGBoost,14,193.32552292053938,83.48114776611328,0.9734750986099243,267.06910388511807
XGBoost,15,203.6584917208217,98.65160369873047,0.9631903767585754,287.87607196934584
XGBoost,16,202.19197251622035,102.17222595214844,0.9613798260688782,285.80605585344057
XGBoost,17,192.50361197910027,92.33802795410156,0.9705625176429749,272.0677046940706
XGBoost,18,179.81357533567925,74.33961486816406,0.9791867733001709,245.66866660199057
XGBoost,19,181.93010333641874,68.91470336914062,0.9797565937042236,245.7667450424284
XGBoost,20,197.52249674087759,84.64501190185547,0.9723058938980103,272.92236476239907
XGBoost,21,206.75985277309036,99.4784164428711,0.9620612263679504,292.3969904085882
XGBoost,22,206.53743229134034,103.76818084716797,0.9597089290618896,292.0906189652451
XGBoost,23,198.639847620008,94.70915222167969,0.9686596393585205,280.92542382276474
XGBoost,24,187.186581800753,77.03340148925781,0.9774450659751892,255.83664068844791
SVR,1,150.23774778455314,81.47222900390625,0.9861957430839539,199.66748726006946
SVR,2,177.42072943817755,102.84022521972656,0.9776574969291687,240.95127230417356
SVR,3,204.39568893753605,123.11736297607422,0.9629255533218384,283.8926128397849
SVR,4,230.02469296795073,140.93502807617188,0.9500254988670349,320.36314843470996
SVR,5,265.8421612301179,158.8336181640625,0.9438686370849609,371.7054235210996
SVR,6,311.403325688728,172.435546875,0.9375801086425781,422.4568764974716
SVR,7,316.61097235013824,171.81613159179688,0.9386934041976929,423.64168969779166
SVR,8,284.90051717661026,158.2828369140625,0.9423873424530029,388.4911115456826
SVR,9,242.33073989900663,140.7416534423828,0.9478784799575806,335.56633565511305
SVR,10,229.0162896771756,132.01425170898438,0.9504548907279968,317.0081327821102
SVR,11,227.05623787125955,129.52777099609375,0.9590532779693604,316.3051829325596
SVR,12,236.83077588491324,126.00511169433594,0.9639021158218384,321.8343906421438
SVR,13,265.608278885467,135.29042053222656,0.95686274766922,357.9021776267923
SVR,14,266.8919491104968,143.5181884765625,0.9494470953941345,366.67358184767005
SVR,15,250.71274960101252,146.30972290039062,0.9442160129547119,351.3201220041346
SVR,16,246.20316813558676,147.9467315673828,0.9427371025085449,344.52721227792733
SVR,17,239.49251358341036,138.9224853515625,0.9544376134872437,334.98198412377343
SVR,18,242.94716343013764,125.17586517333984,0.9620057344436646,329.27803363950653
SVR,19,254.78370882230678,123.71926879882812,0.9602975249290466,342.4401863829653
SVR,20,249.6952126468387,127.6776351928711,0.9557437300682068,343.42097890198846
SVR,21,235.9368874164233,129.33102416992188,0.9505982398986816,330.39018126300306
SVR,22,227.79339769020962,127.48004913330078,0.9509890079498291,318.0416148085027
SVR,23,219.27864693125048,119.77896881103516,0.9618088006973267,306.35278887256766
SVR,24,215.59921947330886,107.13248443603516,0.9700782895088196,292.4514249195924
MLP,1,114.50146270217468,68.1868667602539,0.9919818043708801,149.76237036760938
MLP,2,147.99282077181988,87.56405639648438,0.9844545125961304,200.8404314530568
MLP,3,179.8888274306523,105.2474136352539,0.971282958984375,251.2632692391588
MLP,4,196.0368567865492,113.24078369140625,0.9637026190757751,274.8458090457266
MLP,5,195.8618474365286,112.25215148925781,0.9695310592651367,273.5244361798412
MLP,6,182.14132133456152,93.70101928710938,0.9786453247070312,245.6529007690526
MLP,7,187.35965580935508,96.38538360595703,0.9785312414169312,250.21144964059897
MLP,8,199.7294556863108,98.8756332397461,0.9716850519180298,275.2121908637043
MLP,9,210.16978813271427,110.67765808105469,0.9607950448989868,296.64505568524146
MLP,10,212.58122528518365,116.12571716308594,0.9573107957839966,299.7370983462007
MLP,11,202.26687970352438,108.06761169433594,0.9675061106681824,284.8020145645041
MLP,12,184.71294240997298,87.62767791748047,0.9780415892601013,250.89693009530825
MLP,13,187.09590830974898,90.07154083251953,0.9785958528518677,250.69343672850712
MLP,14,203.537513818092,106.82816314697266,0.9705988764762878,278.79144871211525
MLP,15,214.6779564836595,117.68628692626953,0.9590992331504822,302.0159091422172
MLP,16,216.8144998466431,122.14241790771484,0.9555918574333191,305.0931466372196
MLP,17,205.85361531316374,114.13026428222656,0.966338038444519,289.0353568337272
MLP,18,188.32580644988622,94.19010162353516,0.9771695733070374,255.2075212572114
MLP,19,192.23996235174414,99.64460754394531,0.9773972034454346,256.7154614062036
MLP,20,207.1678535179867,110.95301818847656,0.9695351123809814,283.8006149790729
