task,model,model_type,train_seconds,val_RMSE,val_MAE,val_R2,val_MaxError,val_NRMSE,val_daylight_RMSE,val_daylight_MAE,val_daylight_R2,val_h1_RMSE,val_h12_RMSE,val_h24_RMSE,val_daily_total_RMSE,val_daily_total_MAE,val_daily_total_R2,val_skill_vs_persistence_daylight,test_RMSE,test_MAE,test_R2,test_MaxError,test_NRMSE,test_daylight_RMSE,test_daylight_MAE,test_daylight_R2,test_h1_RMSE,test_h12_RMSE,test_h24_RMSE,test_daily_total_RMSE,test_daily_total_MAE,test_daily_total_R2,test_skill_vs_persistence_daylight,tabular_model,deep_model,w_tabular,w_deep
24h_multihorizon,HistGradientBoosting,tabular_or_boosting,28.67299747467041,164.59208573774134,75.72449493408203,0.9801570177078247,2020.18310546875,0.041995834559202194,228.6926755358597,143.04934692382812,0.9573286771774292,67.15241816662301,165.0352353476372,173.8577116674725,2063.3824172944774,1454.414794921875,0.8756234645843506,0.2606883645010868,182.09207406556718,81.36027526855469,0.9753066301345825,2512.84912109375,0.0466572567820549,253.0027328162682,153.9279327392578,0.947561502456665,76.85389064850588,176.30312253509578,186.99438076450318,2357.199609706399,1624.705078125,0.8500504493713379,0.2548321402510054,,,,
24h_multihorizon,CatBoost,tabular_or_boosting,95.03350138664246,164.65181064901776,75.53490447998047,0.9801425933837891,2115.435791015625,0.0420110709965229,228.7461065242423,143.56277465820312,0.9573087692260742,82.19484876841432,164.79296314808167,168.8207895502654,2086.8186313141828,1467.1890869140625,0.8727820515632629,0.2605156342144045,183.22073009760658,82.1279067993164,0.9749996066093445,2531.69580078125,0.0469464510679245,254.46680622185283,156.1487579345703,0.9469528794288635,86.54964931688053,177.89272684858423,184.62440758198792,2402.022793397265,1645.994873046875,0.844293475151062,0.2505200111525928,,,,
24h_multihorizon,Ensemble_Random Forest_w0.5_LSTM_w0.5,ensemble,0.0,164.79016605406102,78.97138214111328,0.9801092147827148,2128.181884765625,0.04204637184739113,228.76830527850663,146.3205108642578,0.9573004841804504,76.38146325966464,166.43933063206543,173.0953889388016,2078.39252789265,1454.5128173828125,0.8738073110580444,0.2604438706684896,182.09877771075236,84.75614166259766,0.9753048419952393,2560.490234375,0.046658970415592194,252.82167010562998,157.27513122558594,0.9476365447044373,86.36804082855244,178.05520013994257,186.61121641999443,2379.4625443574437,1628.5145263671875,0.8472046256065369,0.25536542347314595,Random Forest,LSTM,0.5,0.5
24h_multihorizon,Ensemble_CatBoost_w0.3_LSTM_w0.7,ensemble,0.0,165.00580600580392,80.55290985107422,0.9800571203231812,2121.783447265625,0.04210139438509941,228.83691142656596,146.7981414794922,0.957274854183197,86.3892557881187,165.18443763714546,171.38055584539046,2071.125539410878,1426.0836181640625,0.8746882677078247,0.2602220825267917,183.12621586627077,86.9174575805664,0.9750253558158875,2547.6240234375,0.0469222329556942,254.02352099510392,158.76271057128906,0.9471375346183777,94.58546998779728,177.74392900145705,186.9270412487182,2392.011914686045,1606.9378662109375,0.8455886840820312,0.25182561722252694,CatBoost,LSTM,0.3,0.7
24h_multihorizon,XGBoost,tabular_or_boosting,39.11745262145996,164.7061837124672,73.77786254882812,0.9801294803619385,2118.495849609375,0.042024943977594376,228.87788433463814,141.2001495361328,0.9572595357894897,66.2285195129334,165.53718780647145,174.7560855968255,2079.4278059120015,1457.978759765625,0.8736815452575684,0.2600896263927812,181.56992239561595,79.6263198852539,0.9754480719566345,2502.2431640625,0.04652346298098564,252.2976060751469,152.51791381835938,0.9478533864021301,75.2797127800711,175.7308677797529,187.18373326761062,2355.93410349271,1626.6014404296875,0.8502113819122314,0.25690894700595346,,,,
24h_multihorizon,Ensemble_CatBoost_w0.7_GRU_w0.3,ensemble,0.0,164.88951675098997,76.74258422851562,0.9800852537155151,2122.28125,0.04207172244787216,229.00828144141425,144.11131286621094,0.9572108387947083,81.8819832422707,164.2850692679496,169.31057354016613,2082.5538408406155,1448.046875,0.8733015060424805,0.25966808207331804,182.8304478369235,82.8690185546875,0.9751060009002686,2519.20751953125,0.04684644937515259,253.89021680147505,155.78231811523438,0.9471929669380188,88.1354603720886,176.77814264990454,184.8533730588923,2388.072339775326,1619.7852783203125,0.8460968732833862,0.2522182374901275,CatBoost,GRU,0.7,0.30000000000000004
24h_multihorizon,Ensemble_Random Forest_w0.3_LSTM_w0.7,ensemble,0.0,165.31923426737131,80.89224243164062,0.9799813032150269,2115.804931640625,0.04218136519193649,229.28358191876714,147.64779663085938,0.9571079015731812,82.40501160427077,166.63712563719108,173.00707287745493,2076.690516181937,1436.36083984375,0.8740139007568359,0.25877809796828066,182.90571341540974,86.88668823242188,0.9750854969024658,2563.95751953125,0.046865735203027725,253.73498262212485,158.92449951171875,0.9472575187683105,92.19355382665049,178.47732151978022,187.36905844482433,2387.9020080396936,1616.0809326171875,0.8461188077926636,0.2526754480502612,Random Forest,LSTM,0.3,0.7
24h_multihorizon,Ensemble_Random Forest_w0.7_LSTM_w0.3,ensemble,0.0,165.38236945031355,77.62532806396484,0.9799659848213196,2140.558837890625,0.04219747334718704,229.74076763278214,146.1033477783203,0.9569367170333862,72.19731061581345,167.13950245603223,174.22065862183223,2097.2129124149506,1488.5552978515625,0.8715115785598755,0.25730012007868197,182.4294812386419,83.22889709472656,0.9752150774002075,2557.0234375,0.04674370959401131,253.42254117382691,156.79078674316406,0.9473873376846313,82.20248793946263,178.756692400942,186.8432351765779,2387.5428791960994,1654.09521484375,0.846165120601654,0.25359568050282577,Random Forest,LSTM,0.7,0.30000000000000004
24h_multihorizon,Ensemble_HistGradientBoosting_w0.5_iTransformer-mini_w0.5,ensemble,0.0,165.74087338183963,79.49728393554688,0.9798790216445923,2106.139404296875,0.042288947850465775,230.09845039678126,147.00244140625,0.956802487373352,73.38400644788857,165.51836189679983,172.00020439668089,2105.6374331778966,1477.57568359375,0.8704771995544434,0.25614381269532416,182.9719710433814,84.38935852050781,0.9750674366950989,2512.8447265625,0.046882711350917816,254.04230393282927,156.3643341064453,0.9471297264099121,83.84036344726059,177.13524913007856,186.3421542150353,2393.245912980946,1623.8529052734375,0.8454293012619019,0.2517702959169078,HistGradientBoosting,iTransformer-mini,0.5,0.5
24h_multihorizon,Ensemble_CatBoost_w0.5_GRU_w0.5,ensemble,0.0,165.83904800664408,78.39950561523438,0.9798551797866821,2126.84521484375,0.04231399670243263,230.2020511963349,145.69041442871094,0.9567635655403137,83.49936260048636,164.7219840557113,170.17481820175394,2091.1355766664196,1443.33154296875,0.8722551465034485,0.2558088947694329,183.34963824275738,84.22193908691406,0.9749643802642822,2510.8818359375,0.04697947949171066,254.51042924357736,156.78530883789062,0.946934700012207,91.04624619012307,176.88789705629947,185.56797314259268,2389.9116092441577,1609.0364990234375,0.845859706401825,0.2503915284545113,CatBoost,GRU,0.5,0.5
24h_multihorizon,Ensemble_CatBoost_w0.7_iTransformer-mini_w0.3,ensemble,0.0,165.92466993714348,77.55531311035156,0.9798343777656555,2138.2216796875,0.04233584180474281,230.470476688447,145.74343872070312,0.9566627144813538,82.60023503674188,166.03548778235634,169.68688996207104,2106.066594388696,1476.396240234375,0.8704243898391724,0.2549411359349272,183.9340489822371,83.44998168945312,0.9748045206069946,2523.1630859375,0.047129224985837936,255.45123984334074,156.95700073242188,0.9465416073799133,88.3331650450441,178.75285181291514,185.26415895620502,2410.494866204863,1639.0377197265625,0.8431931734085083,0.24762056304535907,CatBoost,iTransformer-mini,0.7,0.30000000000000004
24h_multihorizon,Ensemble_XGBoost_w0.5_iTransformer-mini_w0.5,ensemble,0.0,165.99012818914863,78.37570190429688,0.9798184633255005,2166.763671875,0.042352546006441116,230.4834677504007,146.07884216308594,0.9566578269004822,73.00100999943426,166.27455763172247,172.29483383324353,2113.793272768177,1479.974609375,0.8694719076156616,0.2548991387732894,182.92541384742034,83.37647247314453,0.975080132484436,2505.36328125,0.04687078297138214,254.01330243217578,155.65672302246094,0.9471417665481567,83.12670933392889,177.414003155402,186.38911541114734,2392.9118245351206,1623.4207763671875,0.8454724550247192,0.25185571391192674,XGBoost,iTransformer-mini,0.5,0.5
24h_multihorizon,Ensemble_HistGradientBoosting_w0.3_GRU_w0.7,ensemble,0.0,166.22015122082823,80.17047119140625,0.9797624945640564,2102.833251953125,0.042411234229803085,230.51768336453063,146.8646240234375,0.9566449522972107,79.25243058674131,164.5405772522389,171.83688781988866,2096.4727520289885,1437.3634033203125,0.8716022372245789,0.2547885274404921,183.11081429697154,85.46060943603516,0.9750295877456665,2488.74658203125,0.04691828414797783,254.00938097834103,157.00656127929688,0.9471433758735657,90.52653594906579,175.91979817696756,186.41140238059472,2383.9616188185582,1595.9921875,0.8466262817382812,0.2518672637530238,HistGradientBoosting,GRU,0.3,0.7
24h_multihorizon,Ensemble_XGBoost_w0.3_GRU_w0.7,ensemble,0.0,166.42162781058536,79.58685302734375,0.9797134399414062,2121.5693359375,0.04246264323592186,230.83743603453925,146.49923706054688,0.9565246105194092,79.05555181919547,165.17426876635477,172.06118892526285,2102.217162902063,1440.642578125,0.870897650718689,0.25375483946222477,183.12653582973715,84.93016815185547,0.9750252962112427,2493.72021484375,0.046922314912080765,254.06392988527514,156.7354736328125,0.947120726108551,89.99292778202768,176.2778845406451,186.5639551869546,2384.468494235141,1597.5126953125,0.8465610146522522,0.25170660109227194,XGBoost,GRU,0.3,0.7
24h_multihorizon,Ensemble_Random Forest_w0.5_GRU_w0.5,ensemble,0.0,166.28416002433906,78.67146301269531,0.97974693775177,2132.966796875,0.04242756962776184,230.85122711932897,146.7910614013672,0.956519365310669,76.26097193088842,165.80177476620992,173.19623985525783,2104.0470527058087,1470.48583984375,0.8706728219985962,0.25371025600791297,182.94418334221507,83.9417495727539,0.9750750064849854,2509.10400390625,0.046875592321157455,254.00604385033833,156.91224670410156,0.9471448063850403,86.53570207940189,177.5846794049954,186.47754556514303,2384.6878202397897,1628.3687744140625,0.8465328216552734,0.2518770925817633,Random Forest,GRU,0.5,0.5
24h_multihorizon,Ensemble_Random Forest_w0.7_GRU_w0.3,ensemble,0.0,166.29971061309757,77.4144515991211,0.9797431230545044,2143.429931640625,0.0424315370619297,231.01752672957522,146.32595825195312,0.95645672082901,72.21942611107139,166.61414537037365,174.3813226900318,2113.161494065231,1498.728515625,0.8695499300956726,0.25317264702439,182.99932761146965,82.7581558227539,0.975059986114502,2526.19140625,0.04688972234725952,254.2176263804302,156.6076202392578,0.9470567107200623,82.29267272591771,178.48764072233405,186.85807824723554,2391.7394297874507,1654.8568115234375,0.8456238508224487,0.25125391946677833,Random Forest,GRU,0.7,0.30000000000000004
24h_multihorizon,TSMixer-lite,deep_sequence,44.34996294975281,167.2708787416387,79.91486358642578,0.9795058369636536,2298.136962890625,0.042679328471422195,231.93838419394925,147.6111297607422,0.9561088681221008,89.56538125599226,167.27291042634488,175.99332484678217,2116.73722979495,1460.37451171875,0.8691080808639526,0.2501957233583717,183.17989791459107,85.27586364746094,0.9750107526779175,2470.40576171875,0.04693599045276642,254.04292667529634,157.53172302246094,0.9471294283866882,96.9933349836472,178.16523668353489,190.955768356837,2388.1378729043263,1606.9814453125,0.8460884094238281,0.2517684617562006,,,,
